CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,engagement_score,login_frequency,purchase_count,support_tickets,previous_campaign_response,treatment,outcome,Geography_Germany,Geography_Spain
736,0,36,8,103914.17,1,1,1,110035.88,53,8,16,3,0,0,1,1,0
608,0,34,4,88772.87,1,1,1,168822.01,39,11,18,4,1,1,1,0,0
809,0,39,5,0.0,1,1,0,77705.75,26,14,3,4,0,0,1,0,0
745,0,40,6,131184.67,1,1,1,49815.62,68,11,15,1,0,1,1,0,0
781,1,38,2,117810.79,1,0,1,65632.33,19,6,12,4,1,0,1,0,0
527,1,31,4,0.0,1,1,0,169361.89,93,12,11,4,0,0,1,0,0
595,0,32,0,92466.21,1,1,0,4721.3,27,2,3,4,0,0,1,1,0
850,0,38,2,102741.15,2,0,1,23974.85,54,11,11,3,0,0,1,1,0
569,1,37,9,178755.84,1,1,0,199929.17,68,4,16,3,1,1,1,0,0
728,1,43,7,0.0,2,1,0,40023.7,71,9,8,2,1,1,1,0,0
473,0,32,5,146602.25,2,1,1,72946.95,68,4,11,4,0,0,0,1,0
738,1,29,2,0.0,2,1,1,170421.13,58,5,14,4,0,1,1,0,0
659,1,35,6,0.0,2,1,1,58879.11,72,5,19,5,0,1,0,0,0
597,1,38,6,115702.67,2,1,1,25059.05,96,10,1,0,0,1,1,0,1
445,0,61,2,137655.31,1,0,1,29909.84,41,8,8,4,1,0,1,1,0
671,0,29,3,0.0,2,1,0,158043.11,19,6,13,5,1,1,1,0,0
656,0,34,6,59877.33,1,1,0,14032.62,20,10,3,4,1,1,1,0,1
658,1,31,5,100082.14,1,0,1,49809.88,79,7,3,1,1,0,0,0,0
698,1,52,10,107304.39,3,1,0,28806.32,71,6,5,3,0,1,1,1,0
655,1,38,9,0.0,1,0,1,90490.33,56,14,4,2,1,1,1,0,1
772,1,41,10,96032.22,1,1,1,75825.57,43,14,16,2,1,1,1,0,1
681,1,33,10,0.0,1,0,0,158336.36,26,14,12,5,1,0,1,0,1
688,1,29,9,144553.5,2,1,0,143454.95,63,5,19,2,1,1,1,1,0
633,1,40,5,86172.81,2,1,1,117279.49,85,5,16,1,0,0,1,1,0
735,1,73,9,0.0,1,1,1,114283.33,94,3,18,2,0,1,0,0,0
521,0,29,2,87212.8,1,1,1,994.86,49,7,0,3,1,1,1,1,0
541,1,36,5,0.0,2,1,0,124795.84,28,13,16,4,1,0,1,0,0
612,0,36,2,130700.92,2,0,0,77592.8,76,10,2,4,0,1,0,1,0
562,1,62,3,0.0,2,1,0,105986.01,91,5,13,3,0,1,1,0,0
703,0,32,6,0.0,2,0,0,33606.52,62,7,11,3,1,1,1,0,0
710,1,23,6,0.0,2,1,1,134188.11,73,2,14,1,1,1,1,0,1
731,0,40,5,171325.98,1,1,1,159718.27,92,9,5,2,1,1,1,0,1
703,1,58,4,92930.92,1,0,1,85148.78,56,8,19,5,1,0,0,0,1
618,0,40,0,0.0,1,1,0,119059.13,15,5,1,6,0,1,1,0,0
689,0,29,1,77556.79,2,1,1,122998.26,25,2,3,3,1,1,1,0,0
718,1,33,7,102874.28,1,0,0,117841.06,81,6,12,2,0,0,1,0,0
608,1,37,5,146093.39,2,0,0,160593.41,27,8,12,4,0,0,0,0,0
749,1,34,2,0.0,1,0,0,174189.04,61,7,16,2,0,1,0,0,1
753,1,51,4,79811.72,2,0,1,68260.27,57,8,5,4,1,1,1,0,1
630,1,39,10,105473.74,1,0,0,58854.88,52,4,10,5,1,0,0,0,1
693,0,43,1,121927.92,1,1,0,87994.95,48,14,18,5,1,0,0,1,0
838,0,40,6,61671.19,1,0,1,150659.35,58,3,15,3,0,0,1,0,1
756,0,39,5,149363.12,2,1,1,109098.39,21,7,7,4,1,1,1,1,0
775,0,27,4,152309.37,1,1,0,104112.0,19,2,0,5,1,0,0,0,0
635,0,33,5,0.0,2,1,0,122949.71,80,14,9,1,1,0,1,0,0
705,1,36,1,111629.29,1,1,1,21807.16,64,5,1,4,1,1,1,0,1
481,1,40,3,0.0,1,1,1,32319.93,10,13,18,4,0,0,1,0,0
727,0,49,7,96296.78,1,1,0,190457.87,58,7,13,3,0,0,0,0,1
595,1,20,4,95830.43,1,1,0,177738.98,45,1,2,3,0,1,1,0,0
535,0,38,0,135919.33,1,1,0,80425.65,30,4,8,1,0,1,1,0,0
578,1,59,10,185966.64,1,0,0,9445.42,46,2,7,5,1,0,0,0,0
597,0,29,5,0.0,2,1,1,174825.57,33,6,10,3,1,1,1,0,0
449,0,21,7,0.0,2,0,0,175743.92,64,12,14,4,1,0,1,0,0
850,0,43,8,92244.83,2,1,0,54949.73,34,1,5,4,1,0,1,1,0
494,0,35,9,112727.06,2,1,0,183752.91,16,7,1,4,0,0,1,0,0
676,0,34,8,100359.54,1,0,0,46038.28,90,3,0,1,0,0,0,0,0
818,1,43,10,105301.5,1,1,1,78941.59,80,12,2,3,0,0,1,1,0
712,1,45,6,112994.65,1,0,0,198398.68,80,1,17,4,0,0,0,0,1
672,1,40,4,89025.88,2,1,0,188892.19,33,8,13,5,0,0,0,1,0
636,1,35,9,95478.17,1,0,0,169286.74,20,7,16,5,1,1,1,0,0
698,1,37,8,0.0,2,0,0,145004.39,82,2,1,2,0,1,0,0,0
597,0,43,7,119127.46,2,1,0,55809.92,21,7,18,6,0,1,1,1,0
717,1,28,4,128206.79,1,1,1,54272.12,44,3,8,3,0,0,1,0,0
614,1,49,1,0.0,2,1,0,192440.54,72,13,7,4,1,0,1,0,0
708,0,23,4,71433.08,1,1,0,103697.57,77,9,9,1,1,0,1,1,0
507,1,36,9,118214.32,3,1,0,119110.03,66,8,8,4,0,0,1,1,0
581,0,27,5,102258.11,2,1,0,194681.6,22,5,7,6,1,1,1,0,0
579,0,39,2,151963.26,2,1,0,158948.63,32,7,6,3,0,1,1,0,1
504,0,46,2,163764.84,1,1,1,165122.55,92,3,5,0,0,1,0,0,1
737,0,32,7,128551.36,2,0,1,189402.71,48,1,1,3,0,0,1,0,0
540,0,31,10,118158.74,1,1,1,158027.57,97,1,8,2,1,0,1,0,1
609,1,32,7,118520.41,1,0,0,3815.48,89,11,8,1,1,0,1,0,0
778,1,24,4,0.0,2,1,1,162809.2,21,2,18,4,0,0,1,0,0
621,1,40,10,163823.37,1,0,0,89519.47,43,8,8,2,1,1,0,0,0
665,1,63,7,104469.58,1,1,1,25165.36,80,1,1,3,1,0,1,1,0
608,0,47,6,0.0,1,1,1,126012.57,84,11,18,2,0,1,1,0,0
680,1,36,7,0.0,2,1,0,20109.21,40,12,15,5,0,0,1,0,1
663,0,46,2,141726.88,1,1,1,58257.23,71,5,13,3,0,1,1,1,0
627,0,35,2,137852.96,1,1,1,172269.21,22,9,19,4,0,0,0,1,0
607,1,26,1,0.0,1,1,0,29818.2,40,12,0,3,1,0,0,0,0
681,0,43,8,154100.3,1,0,0,114659.81,11,9,12,4,0,0,0,0,0
766,0,45,6,0.0,2,0,0,147184.74,24,2,1,4,0,0,1,0,0
694,1,30,2,0.0,3,0,1,15039.41,66,7,13,2,0,1,0,0,0
411,0,54,9,0.0,1,0,1,76621.49,84,11,0,1,0,1,1,0,0
742,1,39,8,140004.96,1,1,1,92985.78,43,1,14,3,0,1,0,0,0
673,1,43,8,127132.96,1,0,1,6009.27,77,3,17,0,0,0,1,0,1
529,1,61,1,0.0,2,1,1,191370.97,84,6,8,1,1,1,1,0,0
519,0,38,7,125328.56,1,1,0,188225.67,38,9,7,4,0,0,1,0,0
573,1,35,9,0.0,2,1,0,11743.89,75,10,6,3,1,0,1,0,0
453,0,28,3,139986.65,1,1,0,136846.75,25,2,8,5,1,1,1,1,0
798,0,39,6,119787.76,1,1,1,164248.33,48,7,8,3,1,1,1,1,0
693,0,34,10,107556.06,2,0,0,154631.35,86,4,10,2,1,1,1,0,1
637,0,44,2,0.0,2,1,0,149665.65,46,2,3,4,0,0,0,0,0
672,1,47,1,0.0,1,0,0,91574.92,90,3,6,2,1,0,1,0,0
597,0,28,0,142705.95,1,1,0,127233.39,30,6,6,3,0,1,1,0,0
543,1,42,7,0.0,1,1,1,56650.47,53,10,3,2,1,1,1,0,0
695,0,56,4,0.0,2,1,0,84644.76,28,9,11,6,0,0,0,0,1
584,1,35,6,161613.94,2,1,1,148238.16,80,8,16,5,0,1,0,0,0
652,0,58,3,116353.2,2,0,1,193502.9,17,10,19,5,1,0,0,1,0
601,1,38,4,60013.81,1,1,1,38020.05,86,14,2,1,0,1,1,0,0
628,1,28,4,0.0,2,1,1,176750.81,75,11,8,4,0,1,1,0,1
607,1,32,9,144272.07,2,1,0,176580.63,50,9,4,3,1,1,1,1,0
646,0,46,8,0.0,2,1,0,133059.15,84,4,19,3,1,1,1,0,0
572,1,30,6,117696.67,1,1,0,100843.82,97,12,15,2,1,0,0,0,0
801,1,58,1,79954.61,2,1,1,30484.19,79,4,7,2,0,0,1,0,1
597,0,26,8,149989.39,1,1,0,42330.58,70,9,15,2,0,1,1,0,0
613,1,40,7,124339.9,1,0,0,193309.58,35,8,18,5,0,0,1,0,0
529,1,29,4,135759.4,1,0,0,112813.79,80,12,15,2,1,1,1,1,0
794,0,37,9,0.0,2,1,0,68008.85,92,2,17,2,1,0,1,0,1
557,1,34,3,83074.0,1,1,0,132673.22,79,8,14,3,1,1,1,0,0
499,0,28,4,141792.61,1,1,1,22001.91,38,1,17,3,1,0,1,0,0
544,0,26,6,0.0,1,1,0,100200.4,75,9,13,1,1,0,0,0,0
739,0,30,6,0.0,1,0,0,122604.44,28,9,15,4,1,0,0,0,0
458,0,43,1,106870.12,2,1,0,100564.37,77,13,4,3,0,1,0,1,0
528,1,31,9,120962.59,1,1,0,5419.31,67,8,7,3,0,1,1,0,0
773,1,51,4,0.0,2,0,0,123587.83,79,11,15,2,1,0,1,0,1
646,0,30,5,0.0,2,1,0,13935.32,66,5,0,3,0,0,1,0,0
564,1,31,0,110527.17,1,1,1,87060.77,46,5,10,3,0,0,1,0,0
624,0,52,0,133723.43,1,0,0,4859.59,70,13,10,3,0,0,1,1,0
682,0,52,5,112670.48,1,1,0,21085.17,39,3,1,6,1,1,1,0,0
726,0,44,2,0.0,2,1,1,26733.86,80,5,18,0,0,1,1,0,0
560,1,24,1,116084.32,1,1,0,89734.7,82,4,4,3,0,0,0,0,0
382,1,36,0,0.0,1,1,1,179540.73,34,1,2,4,0,0,1,0,1
457,0,38,6,0.0,2,1,0,173219.09,74,9,7,2,0,0,0,0,1
673,0,37,10,0.0,2,1,1,37411.35,15,10,3,5,1,1,0,0,0
584,0,40,4,82441.75,1,0,0,80852.11,27,14,12,6,1,1,1,0,0
629,0,39,10,0.0,2,1,1,43174.49,19,4,13,6,0,1,0,0,0
584,0,37,10,134171.8,4,1,1,70927.11,20,3,0,3,1,1,1,1,0
724,1,30,10,0.0,2,1,1,54265.55,74,6,4,1,1,0,1,0,0
644,1,31,5,0.0,2,1,1,41872.17,86,1,6,0,1,1,1,0,0
676,0,48,2,124442.38,1,1,0,15068.53,93,5,5,2,0,0,0,1,0
499,1,31,4,0.0,1,1,0,25950.49,74,7,14,3,0,1,1,0,0
598,1,60,4,0.0,1,1,0,197727.14,61,2,14,4,0,0,0,0,0
655,0,37,4,108862.76,1,1,0,79555.08,76,10,7,3,0,0,0,1,0
559,1,28,3,141099.43,1,1,1,15607.27,91,9,1,2,1,0,1,0,0
543,0,67,0,128843.67,1,1,1,134612.48,87,12,13,0,0,0,0,0,0
679,1,39,0,86843.61,1,0,1,159830.58,40,6,15,5,1,0,1,0,0
594,0,32,4,120074.97,2,1,1,162961.79,26,2,9,5,1,0,1,1,0
586,1,27,5,130231.8,2,1,1,192427.16,64,8,14,2,0,1,1,0,0
776,0,31,5,0.0,2,1,0,92647.94,45,8,3,3,0,1,1,0,0
699,1,39,2,109724.38,1,1,1,180022.39,35,1,11,4,1,0,0,0,0
847,0,35,5,111743.43,1,1,1,183584.14,62,12,9,1,1,0,1,1,0
582,1,35,8,121309.17,2,1,1,28750.67,26,1,1,3,0,1,1,1,0
648,1,38,10,82697.28,1,1,0,74846.67,95,1,3,1,1,1,1,0,0
618,0,49,9,44301.43,3,1,1,89729.3,34,12,19,4,1,1,0,0,0
543,0,31,4,138317.94,1,0,0,61843.73,11,4,5,5,0,1,0,0,0
642,1,49,4,120688.61,1,1,0,24770.22,95,4,13,1,1,0,1,1,0
462,1,27,4,176913.52,1,1,0,80587.27,14,8,2,4,0,0,1,0,0
640,1,47,6,89047.14,1,1,0,116286.25,13,1,14,4,0,1,1,0,1
740,1,40,4,114318.78,2,1,0,129333.69,45,10,0,3,0,1,1,1,0
773,0,50,4,0.0,2,1,0,129372.94,15,3,18,5,0,1,1,0,0
583,0,32,7,94753.55,2,1,1,18149.03,30,11,0,5,0,1,1,1,0
589,0,46,10,0.0,2,0,1,168369.37,86,1,12,2,1,1,1,0,1
509,1,35,8,0.0,2,0,1,67431.28,98,9,7,2,0,0,1,0,0
612,1,32,9,106520.73,2,1,0,177092.16,35,10,17,3,1,0,0,1,0
505,1,37,0,134006.39,1,1,1,93736.69,64,12,2,2,1,0,1,0,1
546,0,25,3,132837.7,1,1,0,131647.31,48,9,17,4,1,0,1,1,0
681,0,41,0,120549.29,2,1,0,175722.31,93,7,19,2,0,0,1,0,0
762,1,20,1,139432.55,1,1,1,85606.83,42,13,8,3,1,1,1,0,0
786,1,29,7,80895.44,2,1,0,64945.57,23,12,5,5,1,0,1,0,1
629,1,34,6,0.0,2,1,0,190347.72,65,8,19,2,1,0,1,0,1
787,0,39,7,171646.76,1,0,1,100791.36,90,1,1,0,1,0,0,0,1
713,1,42,0,109121.71,1,0,1,167873.49,30,5,3,4,0,1,0,0,1
541,0,39,6,109844.81,1,1,0,25289.23,55,14,17,4,1,1,1,0,0
451,0,31,7,140931.82,1,0,1,20388.77,25,2,6,4,0,1,0,0,0
644,1,49,10,0.0,2,1,1,145089.64,25,13,10,3,0,0,0,0,1
686,1,32,6,0.0,2,1,1,179093.26,93,1,4,1,0,1,1,0,0
847,0,41,3,101543.51,4,1,0,16025.17,38,3,7,4,0,1,0,1,0
765,1,37,7,102708.77,1,1,0,9087.81,17,7,10,6,1,1,1,1,0
678,0,37,8,149000.91,2,1,1,21472.42,97,1,19,0,1,0,1,1,0
539,1,20,0,83459.86,1,1,1,146752.67,12,11,19,5,0,0,0,0,0
800,0,40,3,75893.11,2,1,0,132562.23,98,2,14,1,0,1,1,0,0
799,0,39,7,167395.6,2,0,1,139537.43,28,2,2,2,1,1,1,1,0
629,0,61,6,0.0,2,1,1,133672.61,75,4,6,2,0,1,0,0,0
734,0,52,6,71283.09,2,0,1,38984.37,88,12,7,3,1,0,1,1,0
542,0,31,3,0.0,2,1,1,115217.59,95,3,10,1,1,0,1,0,0
414,1,60,3,0.0,2,1,1,93844.82,83,3,9,1,1,0,1,0,1
675,0,38,1,104016.88,1,0,0,22068.83,91,10,19,2,1,0,0,0,0
683,0,38,5,127616.56,1,1,0,123846.07,31,5,8,4,1,1,1,0,0
748,1,32,5,154737.88,2,1,1,172638.13,55,3,14,4,1,1,1,0,0
596,1,29,2,0.0,2,1,1,1591.19,22,11,19,3,1,0,0,0,1
642,1,35,4,125476.31,1,1,1,91775.51,42,7,4,3,0,0,1,0,0
499,0,21,3,176511.08,1,1,1,153920.22,14,5,14,5,1,0,0,0,0
649,0,47,8,110783.28,1,1,1,71420.16,99,4,3,0,1,1,1,0,1
739,1,42,2,141642.92,2,1,0,172149.76,86,12,4,2,0,0,1,0,0
616,1,31,1,0.0,2,1,1,54706.75,36,3,14,5,0,0,1,0,0
560,0,33,9,0.0,1,0,1,183358.21,87,12,16,1,0,0,1,0,1
427,1,42,1,75681.52,1,1,1,57098.0,33,4,7,4,0,1,0,1,0
435,1,54,3,0.0,1,1,0,156910.46,76,14,18,1,0,1,1,0,0
633,1,29,7,0.0,1,1,1,130224.73,72,12,8,3,1,0,1,0,0
443,1,35,6,161111.45,1,0,0,13946.66,57,2,9,3,1,0,1,0,0
727,1,62,5,0.0,2,0,1,38652.96,72,1,4,2,0,0,0,0,0
674,0,45,6,72494.69,1,0,1,140041.78,87,3,9,1,0,0,1,0,0
661,0,31,3,133964.3,1,1,1,166187.1,21,11,0,4,1,0,1,0,0
619,1,34,1,0.0,1,1,0,139919.38,37,2,3,4,1,0,1,0,1
562,0,27,3,0.0,2,1,0,28137.03,53,1,4,3,1,1,1,0,0
633,1,61,3,157201.48,1,0,1,50368.63,52,1,6,2,0,1,0,0,0
551,0,48,5,95679.29,1,0,0,94978.1,26,2,4,4,1,1,0,0,1
720,0,29,7,106230.92,1,1,1,69903.93,49,13,19,3,0,1,1,1,0
688,0,32,5,0.0,2,0,1,177607.77,58,13,7,4,0,0,0,0,0
635,0,36,9,81231.85,2,1,0,196731.08,94,9,16,1,0,0,0,1,0
561,0,31,1,81480.27,2,1,1,65234.6,66,13,0,1,0,1,0,0,0
850,1,33,8,73059.38,1,1,1,186281.0,96,13,17,3,1,1,1,0,0
636,1,36,5,117559.05,2,1,1,111573.3,93,5,11,0,0,1,1,0,0
461,0,74,1,186445.31,2,1,1,196767.83,73,9,2,4,0,1,0,1,0
771,0,38,5,137657.71,2,1,0,72985.61,84,8,19,3,1,1,1,1,0
713,1,36,8,133889.35,1,1,1,143265.65,66,13,13,3,1,1,1,0,0
658,0,45,9,134562.8,1,1,1,159268.67,83,11,15,3,1,0,0,1,0
586,0,56,9,100781.75,2,1,1,54448.41,83,6,17,0,0,0,0,1,0
737,1,30,8,174356.13,1,0,0,31928.5,79,1,9,1,0,0,1,0,0
742,1,27,5,190125.43,2,0,0,21793.59,97,10,14,2,0,1,0,1,0
824,1,26,7,146266.0,1,1,0,21903.62,85,5,9,2,0,0,0,0,0
701,1,41,9,164046.1,1,1,0,49405.93,52,12,0,3,1,0,0,1,0
623,0,43,4,123536.52,2,0,0,154908.52,32,1,18,5,0,1,1,0,1
744,1,36,10,0.0,2,1,1,182867.84,36,7,1,4,0,0,1,0,0
698,0,38,1,171848.38,1,0,0,16957.45,67,10,12,4,1,0,1,0,1
616,1,40,9,0.0,2,0,0,93717.55,46,14,15,3,0,0,1,0,0
662,0,39,5,139562.05,2,1,0,61636.22,15,11,7,5,0,1,0,0,0
594,1,37,2,0.0,2,0,1,95864.5,74,8,2,4,0,1,0,0,0
685,1,40,2,168001.34,2,1,1,167400.29,15,8,18,3,0,1,1,0,0
742,1,27,0,0.0,2,0,1,131534.96,59,7,13,3,0,1,0,0,0
678,1,83,6,123356.63,1,0,1,92934.41,31,2,10,3,1,1,0,1,0
651,1,47,2,0.0,2,1,1,119808.64,97,5,11,3,0,0,1,0,1
585,1,50,2,125845.66,1,1,0,9439.31,34,4,10,7,1,0,0,1,0
579,1,40,10,45408.85,2,1,0,18732.91,88,5,10,2,1,0,0,1,0
722,0,37,0,125977.81,1,0,0,160162.42,99,10,17,2,1,0,1,1,0
613,0,51,7,147262.11,1,1,1,53630.9,81,9,9,2,1,0,0,1,0
694,1,42,8,133767.19,1,1,0,36405.21,60,4,15,3,0,1,1,0,0
550,1,49,0,108806.96,3,1,0,61446.92,97,12,7,2,1,0,0,1,0
741,1,42,6,106036.52,1,1,0,194686.78,57,8,5,2,0,1,1,0,0
668,0,69,9,0.0,1,0,1,134483.07,79,8,18,3,0,1,1,0,1
529,0,27,1,0.0,2,1,1,37769.98,74,2,12,1,0,0,1,0,0
636,1,31,6,0.0,2,1,1,2382.61,69,14,14,2,1,1,1,0,0
563,1,61,1,82182.1,1,1,0,106826.92,55,6,12,3,1,1,1,0,1
767,0,35,9,0.0,2,1,0,39511.61,45,5,0,3,1,1,1,0,0
644,1,50,9,76817.0,4,1,0,196371.13,67,2,1,3,1,0,1,0,0
780,1,71,9,142550.25,2,1,1,122506.78,85,12,12,1,1,1,0,1,0
635,0,41,10,0.0,2,1,1,61994.2,47,10,1,4,0,0,1,0,1
641,1,35,2,103711.56,1,0,1,192464.21,20,4,10,3,1,0,0,1,0
593,0,40,2,0.0,1,1,1,5194.95,21,7,12,4,1,0,1,0,1
540,0,35,7,128369.75,2,1,0,198256.15,51,13,9,2,1,0,1,1,0
663,1,35,5,0.0,2,1,1,62634.94,48,1,14,4,0,1,1,0,1
630,1,34,9,0.0,2,1,1,114006.35,80,9,0,1,0,1,1,0,0
605,1,19,8,166133.28,1,1,1,107994.99,20,10,13,4,0,0,1,1,0
710,0,62,9,148214.36,1,1,0,48571.14,45,12,9,4,0,1,1,1,0
755,0,78,5,121206.96,1,1,1,76016.49,61,1,17,2,0,0,0,0,0
641,1,25,10,0.0,2,1,1,180808.39,40,12,10,4,0,0,0,0,1
737,1,50,4,127552.85,2,1,0,4225.11,42,5,6,4,0,0,0,1,0
695,1,49,9,159458.53,1,1,0,135841.35,22,7,14,4,0,1,1,0,0
466,0,47,5,102085.72,1,1,1,183536.24,27,8,2,4,0,1,1,1,0
558,1,58,2,142537.18,1,1,1,88791.83,50,2,1,0,1,0,1,1,0
665,1,29,1,182781.74,2,1,1,63732.9,67,4,7,2,0,0,1,0,1
737,1,45,10,0.0,2,1,0,1364.54,65,2,7,4,1,0,1,0,0
654,1,29,7,0.0,2,1,1,149184.15,33,4,10,4,1,1,1,0,0
619,0,28,3,0.0,2,1,0,53394.12,82,6,15,1,1,1,1,0,0
845,0,43,3,152063.59,2,1,0,97910.06,40,6,1,4,0,1,0,1,0
727,0,28,2,110997.76,1,1,0,101433.76,64,12,4,2,1,0,1,0,0
582,1,50,2,148942.0,1,1,1,116944.3,19,13,6,5,1,1,1,0,0
716,1,41,9,0.0,1,1,1,113267.48,69,2,19,3,0,1,1,0,0
660,0,36,0,84438.57,1,1,1,181449.51,11,11,12,4,0,1,0,0,1
664,0,34,7,93920.47,1,0,0,179913.98,24,4,1,5,0,1,1,0,0
801,1,43,4,158713.08,2,0,0,98586.14,12,4,2,4,1,1,1,0,0
615,1,42,4,0.0,3,0,1,120321.09,52,14,8,2,0,0,1,0,1
718,1,63,7,123204.88,1,1,1,100538.8,40,1,9,3,0,1,0,1,0
667,1,40,8,72945.29,2,1,0,98931.5,79,14,12,2,0,1,1,0,0
670,1,37,0,178742.71,1,1,1,194493.57,76,2,12,2,0,0,1,0,1
590,1,43,8,0.0,2,1,1,143628.31,65,14,4,4,1,1,1,0,0
739,0,40,8,0.0,1,1,0,167030.51,72,3,6,3,0,1,1,0,1
373,1,42,7,0.0,1,1,0,77786.37,84,13,16,1,1,1,1,0,0
418,0,46,9,0.0,1,1,1,81014.5,24,11,14,4,1,1,1,0,0
837,0,29,9,0.0,2,1,1,41866.26,19,5,4,4,1,1,1,0,0
645,1,43,9,140121.17,1,1,0,11302.7,47,11,6,3,0,1,1,1,0
552,1,39,2,132906.88,1,0,1,149384.43,56,8,1,5,1,1,0,1,0
580,1,45,2,179334.83,2,1,1,169303.65,66,6,17,3,0,0,0,1,0
684,1,35,3,137179.39,1,1,1,37264.11,59,3,9,3,1,0,1,0,0
634,1,35,3,0.0,2,1,1,19515.48,80,6,0,0,0,1,1,0,1
607,0,49,9,119960.29,2,1,0,103068.22,24,7,13,4,0,0,0,0,0
802,1,29,9,127414.55,1,1,1,134459.12,27,6,18,4,0,1,1,0,0
736,0,36,6,0.0,1,1,0,70496.66,91,10,15,2,0,0,1,0,0
629,0,40,9,137409.19,1,1,0,175877.7,97,6,18,1,1,1,0,0,0
737,1,28,8,0.0,2,1,0,106390.01,11,1,5,6,0,1,1,0,0
718,0,39,2,0.0,1,1,1,52138.49,93,3,11,2,0,1,0,0,1
561,1,43,4,0.0,4,0,0,18522.91,52,7,2,3,0,1,0,0,0
641,1,31,9,112494.99,1,1,1,32231.6,35,4,6,3,0,1,1,0,0
677,1,30,1,78133.15,1,0,1,174225.88,80,12,2,2,0,0,1,0,0
641,0,36,1,0.0,2,1,0,102021.39,47,4,16,4,1,0,1,0,1
658,0,32,5,145553.07,1,1,1,31484.76,51,7,14,2,1,0,0,0,1
659,1,48,4,123593.22,2,1,0,82469.06,14,9,18,6,0,1,0,1,0
567,0,47,2,0.0,1,0,0,110900.43,20,14,18,4,1,1,0,0,0
584,0,26,0,146286.22,1,1,0,105105.35,74,11,10,2,0,0,0,0,0
709,0,35,1,111827.27,2,1,0,12674.68,43,13,19,6,1,1,0,0,1
690,0,26,2,0.0,2,1,1,93255.85,10,13,1,3,1,0,1,0,1
627,1,70,1,94416.78,1,0,1,145299.5,92,2,6,2,0,0,0,0,0
765,1,45,2,91549.78,1,1,1,47139.44,11,9,18,3,0,0,1,0,1
645,0,38,7,59568.57,1,1,1,167723.25,94,3,6,2,1,0,1,0,0
716,0,23,2,94464.81,2,0,1,185900.88,29,6,9,7,1,0,1,0,0
771,0,57,4,0.0,1,0,0,85876.67,70,4,11,4,1,1,1,0,0
687,1,44,8,95368.14,2,1,1,1787.85,96,1,17,2,0,1,1,1,0
717,0,33,10,102185.42,2,1,0,23231.93,30,9,5,4,1,1,1,1,0
524,1,32,1,144875.71,1,0,0,187740.04,97,11,19,3,1,1,1,0,0
679,1,39,5,0.0,2,1,1,100060.54,77,6,7,2,0,0,1,0,1
538,0,32,2,0.0,1,1,1,80130.54,21,8,4,6,0,1,0,0,0
752,0,37,5,113291.05,2,1,1,132467.54,31,2,2,3,0,1,1,1,0
846,1,61,0,0.0,2,1,1,96202.44,29,7,1,5,1,1,1,0,1
532,0,39,0,0.0,2,1,0,94977.3,91,6,5,2,1,0,0,0,1
670,1,43,9,111677.88,1,1,0,178827.3,10,2,6,4,1,1,1,1,0
597,0,35,8,131101.04,1,1,1,192852.67,39,2,7,3,0,0,1,1,0
627,1,52,1,76101.81,2,0,1,177238.35,33,4,3,2,1,1,0,1,0
700,0,40,2,0.0,2,1,0,199753.97,23,4,11,1,1,0,0,0,1
766,0,52,7,92510.9,2,0,1,66193.61,45,3,11,2,1,0,0,0,0
488,0,34,2,0.0,2,1,1,181270.84,78,8,16,1,0,1,1,0,0
694,1,39,5,77652.4,1,1,1,25407.59,84,14,18,2,0,1,0,0,0
639,0,31,3,98360.03,1,0,0,20973.8,33,7,8,3,0,1,1,0,0
705,0,46,4,115518.07,1,0,0,76544.9,69,2,11,2,1,0,0,1,0
810,1,69,3,27288.43,1,1,1,110509.9,64,3,16,3,0,0,0,1,0
638,0,36,6,0.0,1,1,0,164247.51,86,10,9,1,0,1,1,0,0
595,0,43,5,0.0,2,0,0,105149.8,89,9,18,1,1,0,1,0,1
575,1,36,7,0.0,1,1,1,55868.97,33,13,10,3,0,1,1,0,0
850,1,31,6,131996.66,2,1,1,178747.43,86,5,19,3,1,0,1,0,0
419,0,27,2,121580.42,1,0,1,134720.51,33,2,12,2,0,0,1,0,1
640,1,55,10,132436.34,1,1,0,978.66,63,3,3,4,0,1,1,0,0
570,1,34,10,0.0,2,0,1,183387.12,35,8,14,5,1,0,1,0,1
640,0,46,5,107978.4,2,1,0,155876.06,75,4,11,2,1,1,1,1,0
689,0,40,4,78119.59,4,1,0,119259.34,89,14,9,2,0,0,0,1,0
725,1,26,6,98684.15,1,0,0,133720.57,47,2,6,3,1,0,1,0,0
751,0,44,10,0.0,2,1,0,170634.49,74,2,1,3,0,0,0,0,0
544,0,53,9,0.0,1,1,0,125692.07,84,6,6,4,0,1,1,0,1
768,0,43,2,129264.05,2,0,0,19150.14,60,8,7,4,1,1,1,1,0
648,1,37,6,131753.41,1,1,0,86894.67,44,7,18,3,1,1,0,1,0
577,0,33,6,0.0,2,1,0,57975.8,52,4,5,2,1,1,1,0,1
639,0,27,2,0.0,1,1,1,82938.99,38,2,7,3,1,1,0,0,1
686,1,26,1,57422.62,1,1,1,79189.4,46,9,19,3,0,1,1,1,0
657,0,28,7,0.0,2,0,1,5177.62,90,4,3,2,0,0,1,0,0
